population,state,county
89221,Wisconsin,Ozaukee
7287,Wisconsin,Pepin
42754,Wisconsin,Pierce
43783,Wisconsin,Polk
70772,Wisconsin,Portage
13351,Wisconsin,Price
196311,Wisconsin,Racine
17252,Wisconsin,Richland
163354,Wisconsin,Rock
14178,Wisconsin,Rusk
90687,Wisconsin,St. Croix
64442,Wisconsin,Sauk
16558,Wisconsin,Sawyer
40899,Wisconsin,Shawano
115340,Wisconsin,Sheboygan
20343,Wisconsin,Taylor
29649,Wisconsin,Trempealeau
30822,Wisconsin,Vernon
22195,Wisconsin,Vilas
103868,Wisconsin,Walworth
15720,Wisconsin,Washburn
136034,Wisconsin,Washington
404198,Wisconsin,Waukesha
50990,Wisconsin,Waupaca
24443,Wisconsin,Waushara
171907,Wisconsin,Winnebago
72999,Wisconsin,Wood
38880,Wyoming,Albany
11790,Wyoming,Big Horn
46341,Wyoming,Campbell
14800,Wyoming,Carbon
13822,Wyoming,Converse
7584,Wyoming,Crook
39261,Wyoming,Fremont
13211,Wyoming,Goshen
4413,Wyoming,Hot Springs
8445,Wyoming,Johnson
99500,Wyoming,Laramie
19830,Wyoming,Lincoln
79858,Wyoming,Natrona
2356,Wyoming,Niobrara
29194,Wyoming,Park
8393,Wyoming,Platte
30485,Wyoming,Sheridan
9831,Wyoming,Sublette
42343,Wyoming,Sweetwater
23464,Wyoming,Teton
20226,Wyoming,Uinta
7805,Wyoming,Washakie
6927,Wyoming,Weston
